loss,val_loss
2.5658488273620605,1.8774383068084717
2.3116650581359863,1.6594569683074951
2.0397844314575195,1.5911931991577148
1.973423957824707,1.6000810861587524
1.9685355424880981,1.5803602933883667
1.9641791582107544,1.5806546211242676
1.9647248983383179,1.5743391513824463
1.962038516998291,1.5782941579818726
1.9640215635299683,1.5808286666870117
1.96073579788208,1.576402187347412
1.9622267484664917,1.5856759548187256
1.9616551399230957,1.5788801908493042
1.9606835842132568,1.5776855945587158
1.9627559185028076,1.5784815549850464
1.9627281427383423,1.5796637535095215
1.9669877290725708,1.5762202739715576
1.9619101285934448,1.5828403234481812
1.9633466005325317,1.58341383934021
1.9692836999893188,1.5690189599990845
1.961611270904541,1.5903009176254272
1.961563229560852,1.5837420225143433
1.9620071649551392,1.578669786453247
1.9609731435775757,1.5728957653045654
1.9636859893798828,1.5757317543029785
1.9660065174102783,1.583600401878357
1.9621074199676514,1.5777918100357056
1.9639759063720703,1.5728063583374023
1.9649653434753418,1.5879331827163696
1.9697092771530151,1.5689727067947388
1.9636201858520508,1.5758076906204224
1.9615650177001953,1.5839020013809204
1.9658918380737305,1.5935570001602173
1.962594985961914,1.5863995552062988
1.9626965522766113,1.5812722444534302
1.9690150022506714,1.5741814374923706
1.9677624702453613,1.5993436574935913
1.9679478406906128,1.5794165134429932
1.9678655862808228,1.587664246559143
1.9624830484390259,1.5869721174240112
1.9622182846069336,1.577635645866394
1.9617120027542114,1.575878620147705
1.9623609781265259,1.57280433177948
1.9617851972579956,1.5818933248519897
1.9627848863601685,1.585953950881958
1.9607782363891602,1.5857042074203491
1.96389901638031,1.5836718082427979
1.9653276205062866,1.5739527940750122
1.9618088006973267,1.581558108329773
1.9627580642700195,1.5873990058898926
1.9608243703842163,1.5758686065673828
1.9636884927749634,1.5794422626495361
1.9621132612228394,1.5811258554458618
1.9669671058654785,1.5877177715301514
1.960545301437378,1.5723598003387451
1.965617299079895,1.585766315460205
1.960121750831604,1.5814422369003296
1.9623801708221436,1.5791343450546265
1.962178349494934,1.5723363161087036
1.9634562730789185,1.5774861574172974
1.9632991552352905,1.5805081129074097
1.9607703685760498,1.5843050479888916
1.9675110578536987,1.5742417573928833
1.963942527770996,1.5815752744674683
1.9652918577194214,1.5945672988891602
1.96237051486969,1.5820986032485962
1.9621093273162842,1.5804622173309326
1.9623008966445923,1.5789752006530762
1.9658677577972412,1.5715832710266113
1.9646260738372803,1.5967538356781006
1.9634521007537842,1.586625576019287
1.96076238155365,1.575618028640747
1.964485764503479,1.5719112157821655
1.96198308467865,1.5829529762268066
1.962646245956421,1.5754674673080444
1.9602434635162354,1.584315538406372
1.9610720872879028,1.5774134397506714
1.9616650342941284,1.5744925737380981
1.966294527053833,1.5821774005889893
1.9628562927246094,1.5741952657699585
1.963338017463684,1.588303804397583
1.9610085487365723,1.5797855854034424
1.9612473249435425,1.5712460279464722
1.9621107578277588,1.5762792825698853
1.9627522230148315,1.5759907960891724
1.9654521942138672,1.5923118591308594
1.9616470336914062,1.5764853954315186
1.9632177352905273,1.5902857780456543
1.9626243114471436,1.5810962915420532
1.9634195566177368,1.585953712463379
1.9637657403945923,1.5756617784500122
1.9643559455871582,1.5843287706375122
1.9646919965744019,1.573177695274353
1.9600615501403809,1.5802826881408691
1.9617297649383545,1.5839767456054688
1.9650850296020508,1.6015684604644775
1.9650051593780518,1.582893967628479
1.9610998630523682,1.5858691930770874
1.9637364149093628,1.5832644701004028
1.9604438543319702,1.5768760442733765
1.9618579149246216,1.578080177307129
