loss,val_loss
2.482290506362915,1.686277985572815
2.0854179859161377,1.6268054246902466
1.9982634782791138,1.6460665464401245
1.9834110736846924,1.6005288362503052
1.9803097248077393,1.6054056882858276
1.965700626373291,1.6041836738586426
1.969600796699524,1.5810894966125488
1.9523168802261353,1.5933572053909302
1.9543914794921875,1.593244194984436
1.9443585872650146,1.5806727409362793
1.944040060043335,1.558478832244873
1.9297659397125244,1.6205112934112549
1.9557169675827026,1.5494544506072998
1.9262337684631348,1.5574090480804443
1.8964911699295044,1.5368036031723022
1.8850274085998535,1.5291013717651367
1.858805537223816,1.5517436265945435
1.8308433294296265,1.5525082349777222
1.8172415494918823,1.5319100618362427
1.794856071472168,1.4929999113082886
1.7886091470718384,1.4933810234069824
1.773825764656067,1.49216628074646
1.7691128253936768,1.457098126411438
1.757016897201538,1.4401172399520874
1.729126214981079,1.4170602560043335
1.7037845849990845,1.382493495941162
1.6533029079437256,1.362928032875061
1.5955657958984375,1.2622896432876587
1.5015594959259033,1.1007322072982788
1.4751899242401123,1.0237607955932617
1.441823124885559,1.014906406402588
1.4241935014724731,1.2646677494049072
1.2724888324737549,0.9138888716697693
1.169523000717163,0.8474748730659485
1.0810000896453857,0.746523380279541
1.0086498260498047,0.7057474851608276
0.9273701906204224,0.6154115796089172
0.9680842757225037,0.7382525205612183
1.00294828414917,0.7656328082084656
0.8484968543052673,0.6771719455718994
0.7738264799118042,0.5074218511581421
0.7627406716346741,0.5556520819664001
0.6099576354026794,0.4886822998523712
0.6113760471343994,0.4475480914115906
0.605343222618103,0.5432595610618591
0.7503415942192078,0.42896533012390137
0.5953219532966614,0.46598145365715027
0.5672407746315002,0.6176728010177612
0.5995831489562988,0.3876478374004364
0.5778822898864746,0.3878024220466614
0.5221078991889954,0.37066659331321716
0.4858243763446808,0.365275114774704
0.5107001662254333,0.3354794979095459
0.47873732447624207,0.34688857197761536
0.4418982267379761,0.3148704469203949
0.4277961552143097,0.32936152815818787
0.4331304728984833,0.3016320765018463
0.3884972333908081,0.2873482406139374
0.38840675354003906,0.3180502653121948
0.38829347491264343,0.301506906747818
0.3885481357574463,0.27362141013145447
0.36961662769317627,0.2698890268802643
0.35178664326667786,0.25814980268478394
0.3519640564918518,0.26523852348327637
0.32817012071609497,0.24616317451000214
0.3458327651023865,0.2692909836769104
0.3503504693508148,0.3064526617527008
0.3217896819114685,0.2306268960237503
0.29158884286880493,0.2182299643754959
0.28346070647239685,0.20934996008872986
0.2931571304798126,0.2142028659582138
0.3150106370449066,0.42613115906715393
0.3343648314476013,0.22215120494365692
0.2724354565143585,0.18908138573169708
0.25463125109672546,0.25357815623283386
0.37808361649513245,0.2794128656387329
0.32443544268608093,0.4196058213710785
0.3543735146522522,0.19590327143669128
0.2744273841381073,0.34276726841926575
0.316100537776947,0.23713970184326172
0.2630108892917633,0.16722890734672546
0.22411252558231354,0.1661594957113266
0.2630785405635834,0.15310654044151306
0.24924954771995544,0.16962029039859772
0.2269495725631714,0.14261096715927124
0.26978743076324463,0.15143607556819916
0.30863428115844727,0.158732071518898
0.28380751609802246,0.17091907560825348
0.2112787365913391,0.16195867955684662
0.2264164537191391,0.21280859410762787
0.25368353724479675,0.16720837354660034
0.21447263658046722,0.1376579999923706
0.20936627686023712,0.133074089884758
0.2147171050310135,0.16966776549816132
0.18830506503582,0.24471841752529144
0.2655890882015228,0.1747436672449112
0.20869465172290802,0.13802647590637207
0.18682852387428284,0.16240781545639038
0.20586596429347992,0.12788061797618866
0.17335978150367737,0.1390867531299591
